title,abstract,publish_time,journal,authors,source_x
Study 187 on COVID-19 transmission and response,This paper 187 discusses key findings about SARS-CoV-2 and public health measures.,2020-02-10,Cell,Doe J; Smith A,Elsevier
Study 188 on COVID-19 transmission and response,This paper 188 discusses key findings about SARS-CoV-2 and public health measures.,2019-10-04,The Lancet,Doe J; Smith A,PMC
Study 189 on COVID-19 transmission and response,This paper 189 discusses key findings about SARS-CoV-2 and public health measures.,2020-04-27,Science,Doe J; Smith A,bioRxiv
Study 190 on COVID-19 transmission and response,This paper 190 discusses key findings about SARS-CoV-2 and public health measures.,2021-09-01,Unknown,Doe J; Smith A,CZI
Study 191 on COVID-19 transmission and response,This paper 191 discusses key findings about SARS-CoV-2 and public health measures.,2021-11-16,Unknown,Doe J; Smith A,Elsevier
Study 192 on COVID-19 transmission and response,This paper 192 discusses key findings about SARS-CoV-2 and public health measures.,2021-06-01,Science,Doe J; Smith A,medRxiv
Study 193 on COVID-19 transmission and response,This paper 193 discusses key findings about SARS-CoV-2 and public health measures.,2020-02-19,BMJ,Doe J; Smith A,PMC
Study 194 on COVID-19 transmission and response,This paper 194 discusses key findings about SARS-CoV-2 and public health measures.,2022-05-25,JAMA,Doe J; Smith A,bioRxiv
Study 195 on COVID-19 transmission and response,This paper 195 discusses key findings about SARS-CoV-2 and public health measures.,2019-05-18,Science,Doe J; Smith A,bioRxiv
Study 196 on COVID-19 transmission and response,This paper 196 discusses key findings about SARS-CoV-2 and public health measures.,2020-12-17,JAMA,Doe J; Smith A,bioRxiv
Study 197 on COVID-19 transmission and response,This paper 197 discusses key findings about SARS-CoV-2 and public health measures.,2019-12-23,BMJ,Doe J; Smith A,PMC
Study 198 on COVID-19 transmission and response,This paper 198 discusses key findings about SARS-CoV-2 and public health measures.,2020-07-27,BMJ,Doe J; Smith A,WHO
Study 199 on COVID-19 transmission and response,This paper 199 discusses key findings about SARS-CoV-2 and public health measures.,2022-12-24,Science,Doe J; Smith A,CZI
Study 200 on COVID-19 transmission and response,This paper 200 discusses key findings about SARS-CoV-2 and public health measures.,2020-06-07,Nature,Doe J; Smith A,WHO
Study 201 on COVID-19 transmission and response,This paper 201 discusses key findings about SARS-CoV-2 and public health measures.,2022-05-16,Unknown,Doe J; Smith A,bioRxiv
Study 202 on COVID-19 transmission and response,This paper 202 discusses key findings about SARS-CoV-2 and public health measures.,2020-11-23,Nature,Doe J; Smith A,medRxiv
Study 203 on COVID-19 transmission and response,This paper 203 discusses key findings about SARS-CoV-2 and public health measures.,2021-09-08,Unknown,Doe J; Smith A,medRxiv
Study 204 on COVID-19 transmission and response,This paper 204 discusses key findings about SARS-CoV-2 and public health measures.,2020-07-19,Nature,Doe J; Smith A,WHO
Study 205 on COVID-19 transmission and response,This paper 205 discusses key findings about SARS-CoV-2 and public health measures.,2020-06-01,JAMA,Doe J; Smith A,bioRxiv
Study 206 on COVID-19 transmission and response,This paper 206 discusses key findings about SARS-CoV-2 and public health measures.,2022-09-24,BMJ,Doe J; Smith A,bioRxiv
Study 207 on COVID-19 transmission and response,This paper 207 discusses key findings about SARS-CoV-2 and public health measures.,2022-10-17,Science,Doe J; Smith A,medRxiv
Study 208 on COVID-19 transmission and response,This paper 208 discusses key findings about SARS-CoV-2 and public health measures.,2020-06-21,JAMA,Doe J; Smith A,medRxiv
Study 209 on COVID-19 transmission and response,This paper 209 discusses key findings about SARS-CoV-2 and public health measures.,2022-01-23,Unknown,Doe J; Smith A,Elsevier
Study 210 on COVID-19 transmission and response,This paper 210 discusses key findings about SARS-CoV-2 and public health measures.,2020-02-06,Nature,Doe J; Smith A,PMC
Study 211 on COVID-19 transmission and response,This paper 211 discusses key findings about SARS-CoV-2 and public health measures.,2021-02-13,Unknown,Doe J; Smith A,CZI
Study 212 on COVID-19 transmission and response,This paper 212 discusses key findings about SARS-CoV-2 and public health measures.,2022-06-24,Science,Doe J; Smith A,medRxiv
Study 213 on COVID-19 transmission and response,This paper 213 discusses key findings about SARS-CoV-2 and public health measures.,2020-08-05,Cell,Doe J; Smith A,CZI
Study 214 on COVID-19 transmission and response,This paper 214 discusses key findings about SARS-CoV-2 and public health measures.,2021-10-23,Nature,Doe J; Smith A,CZI
Study 215 on COVID-19 transmission and response,This paper 215 discusses key findings about SARS-CoV-2 and public health measures.,2020-03-08,Nature,Doe J; Smith A,bioRxiv
Study 216 on COVID-19 transmission and response,This paper 216 discusses key findings about SARS-CoV-2 and public health measures.,2019-10-16,BMJ,Doe J; Smith A,WHO
Study 217 on COVID-19 transmission and response,This paper 217 discusses key findings about SARS-CoV-2 and public health measures.,2019-08-14,BMJ,Doe J; Smith A,bioRxiv
Study 218 on COVID-19 transmission and response,This paper 218 discusses key findings about SARS-CoV-2 and public health measures.,2020-01-19,Cell,Doe J; Smith A,CZI
Study 219 on COVID-19 transmission and response,This paper 219 discusses key findings about SARS-CoV-2 and public health measures.,2022-05-23,Unknown,Doe J; Smith A,WHO
Study 220 on COVID-19 transmission and response,This paper 220 discusses key findings about SARS-CoV-2 and public health measures.,2019-04-10,BMJ,Doe J; Smith A,WHO
Study 221 on COVID-19 transmission and response,This paper 221 discusses key findings about SARS-CoV-2 and public health measures.,2020-11-05,Cell,Doe J; Smith A,WHO
Study 222 on COVID-19 transmission and response,This paper 222 discusses key findings about SARS-CoV-2 and public health measures.,2021-12-12,Nature,Doe J; Smith A,WHO
Study 223 on COVID-19 transmission and response,This paper 223 discusses key findings about SARS-CoV-2 and public health measures.,2019-10-17,Cell,Doe J; Smith A,CZI
Study 224 on COVID-19 transmission and response,This paper 224 discusses key findings about SARS-CoV-2 and public health measures.,2021-07-21,Nature,Doe J; Smith A,medRxiv
Study 225 on COVID-19 transmission and response,This paper 225 discusses key findings about SARS-CoV-2 and public health measures.,2020-06-21,Science,Doe J; Smith A,CZI
Study 226 on COVID-19 transmission and response,This paper 226 discusses key findings about SARS-CoV-2 and public health measures.,2022-04-10,BMJ,Doe J; Smith A,WHO
Study 227 on COVID-19 transmission and response,This paper 227 discusses key findings about SARS-CoV-2 and public health measures.,2021-10-26,BMJ,Doe J; Smith A,bioRxiv
Study 228 on COVID-19 transmission and response,This paper 228 discusses key findings about SARS-CoV-2 and public health measures.,2021-02-03,The Lancet,Doe J; Smith A,WHO
Study 229 on COVID-19 transmission and response,This paper 229 discusses key findings about SARS-CoV-2 and public health measures.,2019-04-04,BMJ,Doe J; Smith A,PMC
Study 230 on COVID-19 transmission and response,This paper 230 discusses key findings about SARS-CoV-2 and public health measures.,2020-02-01,Unknown,Doe J; Smith A,PMC
Study 231 on COVID-19 transmission and response,This paper 231 discusses key findings about SARS-CoV-2 and public health measures.,2022-06-26,Cell,Doe J; Smith A,WHO
Study 232 on COVID-19 transmission and response,This paper 232 discusses key findings about SARS-CoV-2 and public health measures.,2019-04-05,BMJ,Doe J; Smith A,Elsevier
Study 233 on COVID-19 transmission and response,This paper 233 discusses key findings about SARS-CoV-2 and public health measures.,2022-03-17,BMJ,Doe J; Smith A,bioRxiv
Study 234 on COVID-19 transmission and response,This paper 234 discusses key findings about SARS-CoV-2 and public health measures.,2020-05-22,JAMA,Doe J; Smith A,PMC
Study 235 on COVID-19 transmission and response,This paper 235 discusses key findings about SARS-CoV-2 and public health measures.,2021-11-21,Science,Doe J; Smith A,Elsevier
Study 236 on COVID-19 transmission and response,This paper 236 discusses key findings about SARS-CoV-2 and public health measures.,2021-07-26,The Lancet,Doe J; Smith A,CZI
Study 237 on COVID-19 transmission and response,This paper 237 discusses key findings about SARS-CoV-2 and public health measures.,2020-10-02,Cell,Doe J; Smith A,WHO
Study 238 on COVID-19 transmission and response,This paper 238 discusses key findings about SARS-CoV-2 and public health measures.,2020-11-11,Unknown,Doe J; Smith A,WHO
Study 239 on COVID-19 transmission and response,This paper 239 discusses key findings about SARS-CoV-2 and public health measures.,2021-11-14,Cell,Doe J; Smith A,CZI
Study 240 on COVID-19 transmission and response,This paper 240 discusses key findings about SARS-CoV-2 and public health measures.,2019-05-19,JAMA,Doe J; Smith A,PMC
Study 241 on COVID-19 transmission and response,This paper 241 discusses key findings about SARS-CoV-2 and public health measures.,2021-11-17,BMJ,Doe J; Smith A,PMC
Study 242 on COVID-19 transmission and response,This paper 242 discusses key findings about SARS-CoV-2 and public health measures.,2019-11-16,BMJ,Doe J; Smith A,Elsevier
Study 243 on COVID-19 transmission and response,This paper 243 discusses key findings about SARS-CoV-2 and public health measures.,2021-12-09,Cell,Doe J; Smith A,CZI
Study 244 on COVID-19 transmission and response,This paper 244 discusses key findings about SARS-CoV-2 and public health measures.,2021-05-03,JAMA,Doe J; Smith A,CZI
Study 245 on COVID-19 transmission and response,This paper 245 discusses key findings about SARS-CoV-2 and public health measures.,2019-03-12,Nature,Doe J; Smith A,PMC
Study 246 on COVID-19 transmission and response,This paper 246 discusses key findings about SARS-CoV-2 and public health measures.,2022-08-08,Science,Doe J; Smith A,PMC
Study 247 on COVID-19 transmission and response,This paper 247 discusses key findings about SARS-CoV-2 and public health measures.,2020-12-15,Nature,Doe J; Smith A,PMC
Study 248 on COVID-19 transmission and response,This paper 248 discusses key findings about SARS-CoV-2 and public health measures.,2022-11-22,Unknown,Doe J; Smith A,WHO
Study 249 on COVID-19 transmission and response,This paper 249 discusses key findings about SARS-CoV-2 and public health measures.,2019-07-15,BMJ,Doe J; Smith A,PMC
Study 250 on COVID-19 transmission and response,This paper 250 discusses key findings about SARS-CoV-2 and public health measures.,2019-02-16,BMJ,Doe J; Smith A,CZI
Study 251 on COVID-19 transmission and response,This paper 251 discusses key findings about SARS-CoV-2 and public health measures.,2020-06-02,Nature,Doe J; Smith A,CZI
Study 252 on COVID-19 transmission and response,This paper 252 discusses key findings about SARS-CoV-2 and public health measures.,2019-09-18,The Lancet,Doe J; Smith A,CZI
Study 253 on COVID-19 transmission and response,This paper 253 discusses key findings about SARS-CoV-2 and public health measures.,2020-07-12,Unknown,Doe J; Smith A,PMC
Study 254 on COVID-19 transmission and response,This paper 254 discusses key findings about SARS-CoV-2 and public health measures.,2021-05-04,JAMA,Doe J; Smith A,PMC
Study 255 on COVID-19 transmission and response,This paper 255 discusses key findings about SARS-CoV-2 and public health measures.,2019-05-06,Unknown,Doe J; Smith A,bioRxiv
Study 256 on COVID-19 transmission and response,This paper 256 discusses key findings about SARS-CoV-2 and public health measures.,2021-01-22,Unknown,Doe J; Smith A,medRxiv
Study 257 on COVID-19 transmission and response,This paper 257 discusses key findings about SARS-CoV-2 and public health measures.,2019-04-25,Nature,Doe J; Smith A,PMC
Study 258 on COVID-19 transmission and response,This paper 258 discusses key findings about SARS-CoV-2 and public health measures.,2019-09-14,BMJ,Doe J; Smith A,CZI
Study 259 on COVID-19 transmission and response,This paper 259 discusses key findings about SARS-CoV-2 and public health measures.,2021-03-27,Cell,Doe J; Smith A,WHO
Study 260 on COVID-19 transmission and response,This paper 260 discusses key findings about SARS-CoV-2 and public health measures.,2022-12-05,JAMA,Doe J; Smith A,bioRxiv
Study 261 on COVID-19 transmission and response,This paper 261 discusses key findings about SARS-CoV-2 and public health measures.,2019-01-09,JAMA,Doe J; Smith A,bioRxiv
Study 262 on COVID-19 transmission and response,This paper 262 discusses key findings about SARS-CoV-2 and public health measures.,2020-08-26,JAMA,Doe J; Smith A,medRxiv
Study 263 on COVID-19 transmission and response,This paper 263 discusses key findings about SARS-CoV-2 and public health measures.,2022-06-05,Science,Doe J; Smith A,PMC
Study 264 on COVID-19 transmission and response,This paper 264 discusses key findings about SARS-CoV-2 and public health measures.,2022-10-18,Unknown,Doe J; Smith A,WHO
Study 265 on COVID-19 transmission and response,This paper 265 discusses key findings about SARS-CoV-2 and public health measures.,2021-11-06,Unknown,Doe J; Smith A,WHO
Study 266 on COVID-19 transmission and response,This paper 266 discusses key findings about SARS-CoV-2 and public health measures.,2020-07-09,Science,Doe J; Smith A,Elsevier
